chinese_hanzi,chinese_pinyin,chinese_phonetic,english_word,english_phonetic,distance,chinese_ipa,english_ipa
过,guò,,square,,0.5,kwɔ,skwɛr
过程,guò chéng,,queensland,,0.6388888888888888,kwɔʈʂʰɤŋ,kwinzlænd
海洋,hǎi yáng,,capital,,0.5357142857142857,xaɪjɑŋ,kæpɪtəl
害羞,hài xiū,,video,,0.4642857142857142,xaɪɕjoʊ,vɪdioʊ
寒假,hán jià,,soundtrack,,0.5625,xantɕja,saʊntræk
汗,hàn,,can,,0.25,xan,kən
航班,háng bān,,company,,0.4999999999999999,xɑŋpan,kəmpəni
好处,hǎo chu,,continued,,0.6666666666666666,xɑʊʈʂʰu,kəntɪnjud
好像,hǎo xiàng,,downtown,,0.59375,xɑʊɕjɑŋ,daʊntaʊn
号码,hào mǎ,,time,,0.5,xɑʊma,taɪm
合格,hé gé,,quickly,,0.5833333333333333,xɤkɤ,kwɪkli
合适,hé shì,,korea,,0.4,xɤʂɨ,kɔriə
盒子,hé zi,,called,,0.5,xɤtsɯ,kɔld
猴子,hóu zi,,courts,,0.3749999999999999,xoʊtsɯ,kɔrts
厚,hòu,,coach,,0.25,xoʊ,koʊʧ
后悔,hòu huǐ,,locally,,0.4999999999999999,xoʊxweɪ,loʊkəli
后来,hòu lái,,coincides,,0.45,xoʊlaɪ,koʊɪnsaɪdz
忽然,hū rán,,juan,,0.45,xuʐan,wɑn
互相,hù xiāng,,qualifying,,0.575,xuɕjɑŋ,kwɑləfaɪɪŋ
护士,hù shi,,actually,,0.5357142857142857,xuʂɨ,ækʧuəli
怀疑,huái yí,,while,,0.4,xwaɪi,waɪl
回忆,huí yì,,came,,0.4,xweɪi,keɪm
活动,huó dòng,,killing,,0.4583333333333332,xwɔtʊŋ,kɪlɪŋ
活泼,huó po,,california,,0.7,xwɔpʰwɔ,kæləfɔrnjə
火,huǒ,,square,,0.5,xwɔ,skwɛr
获得,huò dé,,called,,0.5,xwɔtɤ,kɔld
基础,jī chǔ,,treatments,,0.6666666666666666,tɕiʈʂʰu,tritmənts
激动,jī dòng,,leading,,0.4166666666666666,tɕitʊŋ,lidɪŋ
积极,jī jí,,totally,,0.4999999999999999,tɕitɕi,toʊtəli
积累,jī lěi,,everyday,,0.4999999999999999,tɕileɪ,ɛvrideɪ
极其,jí qí,,treatment,,0.59375,tɕitɕʰi,tritmənt
即使,jí shǐ,,species,,0.5,tɕiʂɨ,spiʃiz
及时,jí shí,,species,,0.5,tɕiʂɨ,spiʃiz
集合,jí hé,,streets,,0.6249999999999999,tɕixɤ,strits
寄,jì,,to,,0.5,tɕi,tɪ
继续,jì xù,,issue,,0.55,tɕiɕy,ɪʃu
记者,jì zhě,,teams,,0.5833333333333333,tɕiʈʂɤ,timz
计划,jì huà,,three-quarters,,0.6590909090909092,tɕixwa,θrikwɔrtərz
技术,jì shù,,these,,0.6000000000000001,tɕiʂu,ðiz
既然,jì rán,,station,,0.4999999999999999,tɕiʐan,steɪʃən
家具,jiā jù,,stylized,,0.6388888888888888,tɕjatɕy,staɪlaɪzd
加班,jiā bān,,decided,,0.59375,tɕjapan,dɪsaɪdɪd
加油站,jiā yóu zhàn,,socioeconomic,,0.7,tɕjayoʊʈʂan,soʊsioʊɛkənɑmɪk
假,jiǎ,,july,,0.7,tɕja,ʤulaɪ
价格,jià gé,,transactions,,0.6590909090909092,tɕjakɤ,trænzækʃənz
坚持,jiān chí,,demonstration,,0.6730769230769231,tɕjɛnʈʂʰɨ,dɛmənstreɪʃən
减肥,jiǎn féi,,orientation,,0.5454545454545454,tɕjɛnfeɪ,ɔriɛnteɪʃən
减少,jiǎn shǎo,,institutionalized,,0.671875,tɕjɛnʂɑʊ,ɪnstɪtuʃənəlaɪzd
将来,jiāng lái,,transaction,,0.575,tɕjɑŋlaɪ,trænzækʃən
奖金,jiǎng jīn,,exploitation,,0.673076923076923,tɕjɑŋtɕin,ɛksplɔɪteɪʃən
降低,jiàng dī,,increasingly,,0.6363636363636364,tɕjɑŋti,ɪnkrisɪŋgli
交,jiāo,,now,,0.55,tɕjɑʊ,naʊ
交流,jiāo liú,,superhero,,0.625,tɕjɑʊljoʊ,supərhiroʊ
交通,jiāo tōng,,psychiatric,,0.625,tɕjɑʊtʰʊŋ,saɪkiætrɪk
骄傲,jiāo ào,,surviving,,0.6388888888888888,tɕjɑʊɑʊ,sərvaɪvɪŋ
饺子,jiǎo zi,,immediately,,0.6388888888888888,tɕjɑʊtsɯ,ɪmidiətli
教授,jiào shòu,,antonio,,0.6388888888888888,tɕjɑʊʂoʊ,æntoʊnioʊ
教育,jiào yù,,two,,0.6666666666666666,tɕjɑʊy,tu
接受,jiē shòu,,ontario,,0.59375,tɕjɛʂoʊ,ɑntɛrioʊ
节约,jié yuē,,historical,,0.7,tɕjɛɥœ,hɪstɔrɪkəl
结果,jié guǒ,,protection,,0.6666666666666666,tɕjɛkwɔ,prətɛkʃən
解释,jiě shì,,stationary,,0.575,tɕjɛʂɨ,steɪʃənɛri
紧张,jǐn zhāng,,lifestyle,,0.6388888888888888,tɕinʈʂɑŋ,laɪfstaɪl
尽管,jǐn guǎn,,tournament,,0.6388888888888888,tɕinkwan,tʊrnəmənt
进行,jìn xíng,,tradition,,0.59375,tɕinɕiŋ,trədɪʃən
禁止,jìn zhǐ,,cemetery,,0.59375,tɕinʈʂɨ,sɛmɪtɛri
精彩,jīng cǎi,,understanding,,0.7291666666666666,tɕiŋtsʰaɪ,əndərstændɪŋ
精神,jīng shén,,restriction,,0.5249999999999999,tɕiŋʂən,ristrɪkʃən
经济,jīng jì,,washington,,0.59375,tɕiŋtɕi,wɔʃɪŋtən
经历,jīng lì,,literally,,0.5625,tɕiŋli,lɪtərəli
经验,jīng yàn,,creation,,0.5625,tɕiŋjɛn,krieɪʃən
京剧,Jīng jù,,frequently,,0.7,tɕiŋtɕy,frikwɛntli
警察,jǐng chá,,distinguish,,0.7499999999999999,tɕiŋʈʂʰa,dɪstɪŋgwɪʃ
竟然,jìng rán,,direction,,0.59375,tɕiŋʐan,dɪrɛkʃɪn
竞争,jìng zhēng,,deteriorating,,0.673076923076923,tɕiŋʈʂɤŋ,dɪtɪriəreɪtɪŋ
镜子,jìng zi,,washington,,0.59375,tɕiŋtsɯ,wɔʃɪŋtən
究竟,jiū jìng,,circulating,,0.6458333333333334,tɕjoʊtɕiŋ,sərkjəleɪtɪŋ
举办,jǔ bàn,,tribune,,0.4999999999999999,tɕypan,trɪbjun
拒绝,jù jué,,northeastern,,0.7499999999999999,tɕytɕɥœ,nɔrθistərn
距离,jù lí,,duty,,0.4,tɕyli,duti
开玩笑,kāi wán xiào,,union,,0.6818181818181818,kʰaɪwanɕjɑʊ,junjən
看法,kàn fǎ,,can,,0.6249999999999999,kʰanfa,kən
考虑,kǎo lǜ,,crowded,,0.5357142857142857,kʰɑʊly,kraʊdɪd
棵,kē,,class,,0.625,kʰɤ,klæs
科学,kē xué,,composing,,0.7499999999999999,kʰɤɕɥœ,kəmpoʊzɪŋ
咳嗽,ké sou,,chromosome,,0.5750000000000001,kʰɤsoʊ,kroʊməzoʊm
可怜,kě lián,,criterion,,0.525,kʰɤljɛn,kraɪtɪriən
可是,kě shì,,class,,0.55,kʰɤʂɨ,klæs
可惜,kě xī,,cash,,0.55,kʰɤɕi,kæʃ
肯定,kěn dìng,,coinciding,,0.5227272727272727,kʰəntiŋ,koʊənsaɪdɪŋ
空气,kōng qì,,conjunction,,0.7,kʰʊŋtɕʰi,kənʤəŋkʃən
恐怕,kǒng pà,,coefficient,,0.7,kʰʊŋpʰa,koʊəfɪʃənt
苦,kǔ,,co,,0.5833333333333333,kʰu,koʊ
宽,kuān,,yuan,,0.45,kʰwan,juɑn
困,kùn,,wuhan,,0.45,kʰwən,wuən
困难,kùn nan,,corresponded,,0.5454545454545454,kʰwənnan,kɔrəspɑndɪd
扩大,kuò dà,,war,,0.6249999999999999,kʰwɔta,wɔr
拉,lā,,raw,,0.25,la,rɑ
垃圾桶,lā jī tǒng,,transporting,,0.5909090909090908,latɕitʰʊŋ,trænspɔrtɪŋ
辣,là,,raw,,0.25,la,rɑ
来不及,lái bu jí,,probability,,0.5454545454545454,laɪputɕi,prɑbəbɪləti
来得及,lái de jí,,hospitality,,0.5227272727272727,laɪtɤtɕi,hɑspətæləti
懒,lǎn,,line,,0.25,lan,laɪn
浪费,làng fèi,,saturday,,0.4999999999999999,lɑŋfeɪ,sætɪdeɪ
浪漫,làng màn,,climate,,0.4999999999999999,lɑŋman,klaɪmɪt
老虎,lǎo hǔ,,life,,0.5,lɑʊxu,laɪf
冷静,lěng jìng,,recording,,0.59375,lɤŋtɕiŋ,rɪkɔrdɪŋ
礼貌,lǐ mào,,depot,,0.4,limɑʊ,dipoʊ
理发,lǐ fà,,rematch,,0.4,lifa,rimæʧ
理解,lǐ jiě,,restriction,,0.575,litɕjɛ,ristrɪkʃən
理想,lǐ xiǎng,,receiving,,0.5357142857142857,liɕjɑŋ,rɪsivɪŋ
厉害,lì hai,,rico,,0.4,lixaɪ,rikoʊ
力气,lì qi,,palestinian,,0.6590909090909091,litɕʰi,pælɪstɪniən
例如,lì rú,,resumed,,0.5416666666666666,liʐu,rɪzumd
俩,liǎ,,levi,,0.45,lja,livaɪ
连,lián,,season,,0.45,ljɛn,sizən
联系,lián xì,,royalty,,0.5357142857142856,ljɛnɕi,rɔɪəlti
凉快,liáng kuai,,nationwide,,0.625,ljɑŋkʰwaɪ,neɪʃənwaɪd
亮,liàng,,yang,,0.25,ljɑŋ,jæŋ
聊天,liáo tiān,,redistribution,,0.5892857142857143,ljɑʊtʰjɛn,ridɪstrəbjuʃən
另外,lìng wài,,decline,,0.5357142857142857,liŋwaɪ,dɪklaɪn
留,liú,,trio,,0.3,ljoʊ,trioʊ
留学,liú xué,,homosexual,,0.6346153846153846,ljoʊɕɥœ,hoʊmoʊsɛkʃuəl
流泪,liú lèi,,total,,0.4999999999999999,ljoʊleɪ,toʊtəl
流利,liú lì,,fiona,,0.4583333333333332,ljoʊli,fioʊnə
流行,liú xíng,,recording,,0.5625,ljoʊɕiŋ,rɪkɔrdɪŋ
乱,luàn,,fluid,,0.45,lwan,fluɪd
律师,lǜ shī,,loose,,0.3125,lyʂɨ,lus
麻烦,má fan,,main,,0.45,mafan,meɪn
马虎,mǎ hu,,back,,0.3125,maxu,bæk
满,mǎn,,men,,0.25,man,mɛn
毛巾,máo jīn,,mathematician,,0.5227272727272727,mɑʊtɕin,mæθəmətɪʃən
美丽,měi lì,,baby,,0.25,meɪli,beɪbi
梦,mèng,,paul,,0.4999999999999999,mɤŋ,pɔl
密码,mì mǎ,,rematch,,0.4,mima,rimæʧ
免费,miǎn fèi,,many,,0.4999999999999999,mjɛnfeɪ,mɛni
民族,mín zú,,contest,,0.5357142857142857,mintsu,kɑntɛst
母亲,mǔ qīn,,lieutenant,,0.59375,mutɕʰin,lutɛnənt
目的,mù dì,,duties,,0.35,muti,dutiz
耐心,nài xīn,,within,,0.4583333333333332,naɪɕin,wɪθɪn
难道,nán dào,,nazi,,0.4166666666666666,nantɑʊ,nɑtsi
难受,nán shòu,,madison,,0.4999999999999999,nanʂoʊ,mædɪsən
内,nèi,,days,,0.3125,neɪ,deɪz
内容,nèi róng,,writing,,0.4583333333333332,neɪʐʊŋ,raɪtɪŋ
能力,néng lì,,valley,,0.45,nɤŋli,væli
年龄,nián líng,,infantry,,0.5625,njɛnliŋ,ɪnfəntri
农村,nóng cūn,,entertainment,,0.6458333333333333,nʊŋtsʰwən,ɛnərteɪnmənt
弄,nòng,,known,,0.5,nʊŋ,noʊn
暖和,nuǎn huo,,continued,,0.6666666666666666,nwanxwɔ,kəntɪnjud
偶尔,ǒu ěr,,royal,,0.6000000000000001,oʊɑɻ,rɔɪəl
排列,pái liè,,stadium,,0.59375,pʰaɪljɛ,steɪdiəm
判断,pàn duàn,,maintain,,0.46875,pʰantwan,meɪnteɪn
陪,péi,,frame,,0.45,pʰeɪ,freɪm
批评,pī píng,,neighboring,,0.59375,pʰipʰiŋ,neɪbərɪŋ
皮肤,pí fū,,prepare,,0.5416666666666666,pʰifu,pripɛr
脾气,pí qi,,previously,,0.6388888888888888,pʰitɕʰi,priviəsli
篇,piān,,born,,0.55,pʰjɛn,bɔrn
骗,piàn,,born,,0.55,pʰjɛn,bɔrn
乒乓球,pīng pāng qiú,,intercontinental,,0.796875,pʰiŋpʰɑŋtɕʰjoʊ,ɪntərkɑntənɛntəl
平时,píng shí,,being,,0.5833333333333333,pʰiŋʂɨ,biɪŋ
瓶子,píng zi,,freestyle,,0.5625,pʰiŋtsɯ,fristaɪl
破,pò,,baldwin,,0.6428571428571429,pʰwɔ,bɔldwən
普遍,pǔ biàn,,improvement,,0.55,pʰupjɛn,ɪmpruvmənt
其次,qí cì,,statistics,,0.675,tɕʰitsʰɯ,stətɪstɪks
其中,qí zhōng,,consisting,,0.6388888888888888,tɕʰiʈʂʊŋ,kənsɪstɪŋ
起飞,qǐ fēi,,heavyweight,,0.59375,tɕʰifeɪ,hɛviweɪt
起来,qi lai,,transatlantic,,0.6249999999999999,tɕʰilaɪ,trænzətlænɪk
气候,qì hòu,,mexico,,0.59375,tɕʰixoʊ,mɛksəkoʊ
千万,qiān wàn,,circulation,,0.6458333333333333,tɕʰjɛnwan,sərkjəleɪʃən
签证,qiān zhèng,,until,,0.7250000000000001,tɕʰjɛnʈʂɤŋ,əntɪl
墙,qiáng,,young,,0.6249999999999999,tɕʰjɑŋ,jəŋ
敲,qiāo,,time,,0.6666666666666666,tɕʰjɑʊ,taɪm
桥,qiáo,,time,,0.6666666666666666,tɕʰjɑʊ,taɪm
巧克力,qiǎo kè lì,,only,,0.7272727272727273,tɕʰjɑʊkʰɤli,oʊnli
亲戚,qīn qi,,stimulation,,0.7291666666666666,tɕʰintɕʰi,stɪmjəleɪʃən
轻,qīng,,to,,0.7,tɕʰiŋ,tɪ
轻松,qīng sōng,,deteriorating,,0.6730769230769231,tɕʰiŋsʊŋ,dɪtɪriəreɪtɪŋ
情况,qíng kuàng,,took,,0.75,tɕʰiŋkʰwɑŋ,tʊk
请假,qǐng jià,,institutionalized,,0.765625,tɕʰiŋtɕja,ɪnstɪtuʃənəlaɪzd
请客,qǐng kè,,stereotypical,,0.7678571428571428,tɕʰiŋkʰɤ,stɛrioʊtɪpɪkəl
穷,qióng,,house,,0.6666666666666666,tɕʰjʊŋ,haʊs
区别,qū bié,,australian,,0.7,tɕʰypjɛ,ɔstreɪljən
取,qǔ,,matthew,,0.6499999999999999,tɕʰy,mæθju
全部,quán bù,,traditional,,0.7,tɕʰɥœnpu,trədɪʃənəl
缺点,quē diǎn,,metropolitan,,0.6458333333333333,tɕʰɥœtjɛn,mɛtrəpɑlətən
缺少,quē shǎo,,stabilization,,0.7321428571428572,tɕʰɥœʂɑʊ,steɪbələzeɪʃən
却,què,,southwestern,,0.7727272727272727,tɕʰɥœ,saʊθwɛstərn
确实,què shí,,additionally,,0.6388888888888888,tɕʰɥœʂɨ,ədɪʃənəli
群,qún,,through,,0.6000000000000001,tɕʰyn,θru
然而,rán ér,,final,,0.5833333333333333,ʐanɑɻ,faɪnəl
热闹,rè nao,,wanted,,0.5833333333333333,ʐɤnɑʊ,wɔntɪd
人民币,rén mín bì,,environmentally,,0.6071428571428571,ʐənminpi,ɪnvaɪrənmɛnəli
任何,rèn hé,,country,,0.6249999999999999,ʐənxɤ,kəntri
任务,rèn wu,,isn't,,0.45,ʐənu,ɪzənt
扔,rēng,,along,,0.5,ʐɤŋ,əlɔŋ
仍然,réng rán,,began,,0.6249999999999999,ʐɤŋʐan,bɪgæn
日记,rì jì,,that,,0.6000000000000001,ʐɨtɕi,ðət
入口,rù kǒu,,low,,0.6249999999999999,ʐukʰoʊ,loʊ
软,ruǎn,,sworn,,0.45,ʐwan,swɔrn
散步,sàn bù,,amp,,0.5,sanpu,æmp
森林,sēn lín,,sydney,,0.3749999999999999,sənlin,sɪdni
沙发,shā fā,,having,,0.45,ʂafa,hævɪŋ
商量,shāng liang,,satellite,,0.59375,ʂɑŋljɑŋ,sætəlaɪt
伤心,shāng xīn,,high-speed,,0.4999999999999999,ʂɑŋɕin,haɪspid
稍微,shāo wēi,,sway,,0.3749999999999999,ʂɑʊweɪ,sweɪ
社会,shè huì,,square,,0.4166666666666666,ʂɤxweɪ,skwɛr
深,shēn,,sons,,0.3125,ʂən,sənz
申请,shēn qǐng,,considering,,0.575,ʂəntɕʰiŋ,kənsɪdərɪŋ
甚至,shèn zhì,,assembly,,0.5357142857142857,ʂənʈʂɨ,əsɛmbli
生活,shēng huó,,frankfurt,,0.6388888888888888,ʂɤŋxwɔ,fræŋkfərt
生命,shēng mìng,,calling,,0.6249999999999999,ʂɤŋmiŋ,kɔlɪŋ
省,shěng,,songs,,0.375,ʂɤŋ,sɔŋz
剩,shèng,,songs,,0.375,ʂɤŋ,sɔŋz
失败,shī bài,,by,,0.4,ʂɨpaɪ,baɪ
失望,shī wàng,,leading,,0.5,ʂɨwɑŋ,lidɪŋ
师傅,shī fu,,review,,0.35,ʂɨfu,rivju
湿润,shī rùn,,system,,0.4583333333333332,ʂɨʐwən,sɪstəm
狮子,shī zi,,city,,0.45,ʂɨtsɯ,sɪti
十分,shí fēn,,seated,,0.35,ʂɨfən,sitɪd
实际,shí jì,,henry,,0.55,ʂɨtɕi,hɛnri
实在,shí zài,,sometimes,,0.5625,ʂɨtsaɪ,səmtaɪmz
食品,shí pǐn,,symphony,,0.5357142857142856,ʂɨpʰin,sɪmfəni
使用,shǐ yòng,,having,,0.55,ʂɨyʊŋ,hævɪŋ
试,shì,,t,,0.375,ʂɨ,ti
市场,shì chǎng,,consisting,,0.6666666666666666,ʂɨʈʂʰɑŋ,kənsɪstɪŋ
世纪,shì jì,,henry,,0.55,ʂɨtɕi,hɛnri
适合,shì hé,,sitcom,,0.5416666666666666,ʂɨxɤ,sɪtkɑm
适应,shì yìng,,hearing,,0.4,ʂɨiŋ,hirɪŋ
收,shōu,,soul,,0.3125,ʂoʊ,soʊl
收入,shōu rù,,both,,0.55,ʂoʊʐu,boʊθ
收拾,shōu shi,,those,,0.45,ʂoʊʂɨ,ðoʊz
首都,shǒu dū,,holding,,0.5357142857142857,ʂoʊtu,hoʊldɪŋ
首先,shǒu xiān,,romanian,,0.525,ʂoʊɕjɛn,roʊmeɪniən
受不了,shòu bù liǎo,,locomotives,,0.625,ʂoʊpuljɑʊ,loʊkəmoʊtɪvz
受到,shòu dào,,total,,0.4166666666666666,ʂoʊtɑʊ,toʊtəl
售货员,shòu huò yuán,,associated,,0.5909090909090909,ʂoʊxwɔɥœn,əsoʊʃieɪtəd
输,shū,,two,,0.375,ʂu,tu
熟悉,shú xī,,suzuki,,0.5416666666666666,ʂuɕi,səzuki
数量,shù liàng,,suicide,,0.5357142857142857,ʂuljɑŋ,suɪsaɪd
数字,shù zì,,lucy,,0.45,ʂutsɯ,lusi
帅,shuài,,quite,,0.4,ʂwaɪ,kwaɪt
顺便,shùn biàn,,assassination,,0.5454545454545454,ʂwənpjɛn,əsæsəneɪʃən
顺利,shùn lì,,holy,,0.4583333333333332,ʂwənli,hoʊli
顺序,shùn xù,,were,,0.6249999999999999,ʂwənɕy,wər
说明,shuō míng,,winning,,0.4583333333333332,ʂwɔmiŋ,wɪnɪŋ
硕士,shuò shì,,city,,0.55,ʂwɔʂɨ,sɪti
死,sǐ,,some,,0.5,sɯ,səm
速度,sù dù,,suites,,0.45,sutu,swits
塑料袋,sù liào dài,,supervisors,,0.6249999999999999,suljɑʊtaɪ,supərvaɪzərz
酸,suān,,sichuan,,0.3333333333333333,swan,sɪʧwɑn
算,suàn,,sichuan,,0.3333333333333333,swan,sɪʧwɑn
随便,suí biàn,,citation,,0.4999999999999999,sweɪpjɛn,saɪteɪʃən
随着,suí zhe,,stadium,,0.5625,sweɪʈʂɤ,steɪdiəm
孙子,sūn zi,,central,,0.4999999999999999,swəntsɯ,sɛntrəl
所有,suǒ yǒu,,sumo,,0.375,swɔyoʊ,sumoʊ
抬,tái,,to,,0.5,tʰaɪ,tɪ
台,tái,,to,,0.5,tʰaɪ,tɪ
态度,tài du,,titled,,0.5357142857142857,tʰaɪtu,taɪtəld
谈,tán,,had,,0.5,tʰan,hæd
弹,tán,,town,,0.25,tan,taʊn
汤,tāng,,tracks,,0.5,tʰɑŋ,træks
躺,tǎng,,tracks,,0.5,tʰɑŋ,træks
趟,tàng,,tracks,,0.5,tʰɑŋ,træks
讨论,tǎo lùn,,institution,,0.575,tʰɑʊlwən,ɪnstɪtuʃən
讨厌,tǎo yàn,,decided,,0.59375,tʰɑʊjɛn,dɪsaɪdɪd
特点,tè diǎn,,sustained,,0.5625,tʰɤtjɛn,səsteɪnd
提供,tí gōng,,breaking,,0.5357142857142857,tʰikʊŋ,breɪkɪŋ
提前,tí qián,,investigation,,0.673076923076923,tʰitɕʰjɛn,ɪnvɛstəgeɪʃən
提醒,tí xǐng,,being,,0.5833333333333333,tʰiɕiŋ,biɪŋ
填空,tián kòng,,decision-making,,0.6730769230769231,tʰjɛnkʰʊŋ,dɪsɪʒənmeɪkɪŋ
条件,tiáo jiàn,,time,,0.6499999999999999,tʰjɑʊtɕjɛn,taɪm
停止,tíng zhǐ,,immediately,,0.6666666666666666,tʰiŋʈʂɨ,ɪmidiətli
挺,tǐng,,defeating,,0.6428571428571428,tʰiŋ,dɪfitɪŋ
通过,tōng guò,,disclosure,,0.7499999999999999,tʰʊŋkwɔ,dɪskloʊʒər
通知,tōng zhī,,located,,0.6666666666666666,tʰʊŋʈʂɨ,loʊkeɪtəd
同情,tóng qíng,,scientific,,0.7,tʰʊŋtɕʰiŋ,saɪəntɪfɪk
推,tuī,,way,,0.4,tʰweɪ,weɪ
推迟,tuī chí,,dictatorship,,0.6458333333333334,tʰweɪʈʂʰɨ,dɪkteɪtərʃɪp
脱,tuō,,thomas,,0.7,tʰwɔ,tɑməs
袜子,wà zi,,that's,,0.4,watsɯ,ðæts
完全,wán quán,,prostitution,,0.5909090909090908,wantɕʰɥœn,prɑstətuʃən
往,wǎng,,wing,,0.25,wɑŋ,wɪŋ
往往,wǎng wǎng,,conquest,,0.59375,wɑŋwɑŋ,kɑŋkwɛst
网球,wǎng qiú,,barbados,,0.6749999999999999,wɑŋtɕʰjoʊ,bɑrbeɪdoʊs
网站,wǎng zhàn,,amazon,,0.4999999999999999,wɑŋʈʂan,æməzɑn
危险,wēi xiǎn,,cooperation,,0.5227272727272727,weɪɕjɛn,kwɔpəreɪʃən
味道,wèi dao,,ratio,,0.4999999999999999,weɪtɑʊ,reɪʃioʊ
温度,wēn dù,,one,,0.4,wəntu,wən
文章,wén zhāng,,consists,,0.5625,wənʈʂɑŋ,kənsɪsts
握手,wò shǒu,,westwood,,0.4999999999999999,wɔʂoʊ,wɛstwʊd
污染,wū rǎn,,one-man,,0.45,uʐan,wəmæn
无,wú,,new,,0.5,u,nu
无聊,wú liáo,,july,,0.45,uljɑʊ,ʤulaɪ
无论,wú lùn,,played,,0.5,ulwən,pleɪd
误会,wù huì,,squire,,0.4166666666666666,uxweɪ,skwaɪr
西红柿,xī hóng shì,,increasingly,,0.6363636363636362,ɕixʊŋʂɨ,ɪnkrisɪŋgli
吸引,xī yǐn,,dvd,,0.5416666666666666,ɕiin,dividi
洗衣机,xǐ yī jī,,east,,0.6249999999999999,ɕiitɕi,ist
咸,xián,,season,,0.45,ɕjɛn,sizən
现代,xiàn dài,,currently,,0.5625,ɕjɛntaɪ,kərəntli
羡慕,xiàn mù,,then,,0.5833333333333333,ɕjɛnmu,ðɛn
限制,xiàn zhì,,head,,0.6071428571428571,ɕjɛnʈʂɨ,hɛd
香,xiāng,,zhejiang,,0.35,ɕjɑŋ,ʒiʤɑŋ
相反,xiāng fǎn,,discovered,,0.6666666666666666,ɕjɑŋfan,dɪskəvərd
详细,xiáng xì,,reality,,0.5357142857142857,ɕjɑŋɕi,riæləti
响,xiǎng,,zhejiang,,0.35,ɕjɑŋ,ʒiʤɑŋ
消息,xiāo xi,,theatrically,,0.575,ɕjɑʊɕi,θiætrɪkəli
小说,xiǎo shuō,,southeastern,,0.7,ɕjɑʊʂwɔ,saʊθistərn
笑话,xiào huà,,highlighted,,0.6666666666666666,ɕjɑʊxwa,haɪlaɪtɪd
效果,xiào guǒ,,triangle,,0.6666666666666666,ɕjɑʊkwɔ,traɪæŋgəl
心情,xīn qíng,,mainstream,,0.6388888888888888,ɕintɕʰiŋ,meɪnstrim
辛苦,xīn kǔ,,new,,0.6666666666666666,ɕinkʰu,nu
信任,xìn rèn,,written,,0.4583333333333332,ɕinʐən,rɪtən
信心,xìn xīn,,theologian,,0.575,ɕinɕin,θiəloʊʤiən
信用卡,xìn yòng kǎ,,communications,,0.7678571428571429,ɕinyʊŋkʰa,kəmjunəkeɪʃənz
兴奋,xīng fèn,,however,,0.5357142857142857,ɕiŋfən,haʊɛvər
行,xíng,,hearing,,0.45,ɕiŋ,hirɪŋ
醒,xǐng,,hearing,,0.45,ɕiŋ,hirɪŋ
性别,xìng bié,,people,,0.6249999999999999,ɕiŋpjɛ,pipəl
性格,xìng gé,,bank,,0.55,ɕiŋkɤ,bæŋk
幸福,xìng fú,,have,,0.6000000000000001,ɕiŋfu,hæv
修,xiū,,hero,,0.35,ɕjoʊ,hɪroʊ
许多,xǔ duō,,whose,,0.6000000000000001,ɕytwɔ,huz
血,xuè,,square,,0.55,ɕɥœ,skwɛr
压力,yā lì,,italy,,0.45,jali,ɪtəli
牙膏,yá gāo,,chicago,,0.5357142857142857,jakɑʊ,ʃəkɑgoʊ
亚洲,Yà zhōu,,diego,,0.5357142857142857,jaʈʂoʊ,dieɪgoʊ
呀,ya,,yang,,0.3333333333333333,ja,jæŋ
盐,yán,,yet,,0.25,jɛn,jɛt
严格,yán gé,,vienna,,0.6000000000000001,jɛnkɤ,viɛnə
严重,yán zhòng,,electric,,0.5625,jɛnʈʂʊŋ,ɪlɛktrɪk
研究生,yán jiū shēng,,central,,0.6136363636363635,jɛntɕjoʊʂɤŋ,sɛntrəl
演出,yǎn chū,,francisco,,0.7,jɛnʈʂʰu,frænsɪskoʊ
演员,yǎn yuán,,headed,,0.4999999999999999,jɛnɥœn,hɛdɪd
阳光,yáng guāng,,cycling,,0.5625,jɑŋkwɑŋ,saɪkəlɪŋ
养成,yǎng chéng,,santiago,,0.7499999999999999,jɑŋʈʂʰɤŋ,sæntiɑgoʊ
样子,yàng zi,,acts,,0.4166666666666666,jɑŋtsɯ,ækts
邀请,yāo qǐng,,mainstream,,0.6388888888888888,jɑʊtɕʰiŋ,meɪnstrim
钥匙,yào shi,,out,,0.55,jɑʊʂɨ,aʊt
也许,yě xǔ,,u,,0.5,jɛɕy,ju
页,yè,,ia,,0.25,jɛ,iə
叶子,yè zi,,west,,0.5,jɛtsɯ,wɛst
一切,yī qiè,,street,,0.6666666666666666,itɕʰjɛ,strit
以,yǐ,,he,,0.5,i,hi
亿,yì,,he,,0.5,i,hi
意见,yì jiàn,,european,,0.5625,itɕjɛn,jʊrəpiən
艺术,yì shù,,who,,0.5,iʂu,hu
因此,yīn cǐ,,until,,0.6249999999999999,intsʰɯ,əntɪl
引起,yǐn qǐ,,until,,0.6249999999999999,intɕʰi,əntɪl
饮料,yǐn liào,,countryside,,0.575,inljɑʊ,kəntrisaɪd
印象,yìn xiàng,,meaning,,0.5833333333333333,inɕjɑŋ,minɪŋ
赢,yíng,,being,,0.5,iŋ,biɪŋ
硬,yìng,,being,,0.5,iŋ,biɪŋ
勇敢,yǒng gǎn,,would,,0.5833333333333333,yʊŋkan,wʊd
永远,yǒng yuǎn,,well,,0.6249999999999999,yʊŋɥœn,wɛl
